"TERM"	"GENE"
"N0000187063"	"SCN2A"
"N0000187063"	"SCN1A"
"N0000187063"	"CYP3A7-CYP3A51P"
"N0000187063"	"CYP11B1"
"N0000187063"	"SCN3A"
"N0000187063"	"KLHL21"
"N0000187063"	"MCOLN1"
"N0000187063"	"LPL"
"N0000187063"	"IL1R2"
"N0000175851"	"MTERF3"
"N0000175851"	"WIF1"
"N0000175851"	"STUB1"
"N0000175851"	"CNOT4"
"N0000175851"	"ATF6"
"N0000175851"	"SERPINA3"
"N0000175851"	"PPP2R5E"
"N0000175851"	"KIF20A"
"N0000175851"	"TYR"
"N0000175851"	"PMM2"
"N0000175508"	"SLCO1B3"
"N0000175508"	"SLC22A6"
"N0000175508"	"CYP3A4"
"N0000175508"	"SLCO1B1"
"N0000175508"	"SLC22A1"
"N0000175508"	"ABCB1"
"N0000175508"	"COMT"
"N0000175508"	"ARSA"
"N0000175375"	"PSMD9"
"N0000175375"	"ATP6V1D"
"N0000175375"	"CYP3A4"
"N0000175375"	"CYP2C9"
"N0000175375"	"PPARA"
"N0000175375"	"CYP2C8"
"N0000175375"	"HTRA1"
"N0000175375"	"IL4R"
"N0000175375"	"MAP7"
"N0000175375"	"HLA-DRA"
"N0000175375"	"NR1H2"
"N0000175375"	"SOX2"
"N0000175375"	"KIT"
"N0000175375"	"CSTA"
"N0000175375"	"TXNDC9"
"N0000175375"	"PPP2R3C"
"N0000175375"	"RPN1"
"N0000175375"	"POLR2K"
"N0000175375"	"USP22"
"N0000175375"	"NOSIP"
"N0000175375"	"GOLT1B"
"N0000175375"	"IARS2"
"N0000175375"	"ACAT2"
"N0000175375"	"CHIC2"
"N0000175375"	"PAF1"
"N0000175375"	"ATP6V0B"
"N0000175375"	"SLC35F2"
"N0000175375"	"HSPA1A"
"N0000175375"	"IFRD2"
"N0000175375"	"LAP3"
"N0000175375"	"SCAND1"
"N0000175375"	"CYCS"
"N0000175375"	"TM9SF2"
"N0000175375"	"CYP1A2"
"N0000175375"	"CYP2C19"
"N0000175375"	"SLCO1B1"
"N0000175375"	"SRC"
"N0000175375"	"MLLT11"
"N0000175375"	"SQRDL"
"N0000175375"	"RSU1"
"N0000175375"	"EZH2"
"N0000175375"	"SYNE2"
"N0000175375"	"RHOA"
"N0000175512"	"NME1"
"N0000175512"	"CA2"
"N0000175512"	"CA6"
"N0000175512"	"CA9"
"N0000175512"	"CA12"
"N0000175512"	"OXA1L"
"N0000175512"	"CA7"
"N0000020060"	"GTPBP8"
"N0000020060"	"ADI1"
"N0000020060"	"CDC20"
"N0000020060"	"THAP11"
"N0000020060"	"ITGAE"
"N0000020060"	"RPS4Y1"
"N0000020060"	"STXBP2"
"N0000020060"	"OXCT1"
"N0000020060"	"WRB"
"N0000020060"	"GHR"
"N0000020060"	"SLC6A14"
"N0000020060"	"SLC15A1"
"N0000020060"	"SLC15A2"
"N0000020060"	"MIF"
"N0000020060"	"EBNA1BP2"
"N0000020060"	"NME1"
"N0000020060"	"OXA1L"
"N0000020060"	"ERBB2"
"N0000020060"	"MAN2B1"
"N0000020060"	"CSRP1"
"N0000020060"	"LIG1"
"N0000020060"	"PCBD1"
"N0000020060"	"EIF4EBP1"
"N0000020060"	"ARFIP2"
"N0000020060"	"FABP5"
"N0000020060"	"RPS6KA1"
"N0000020060"	"PSMD9"
"N0000020060"	"AARS"
"N0000020060"	"GAA"
"N0000020060"	"PUF60"
"N0000020060"	"TCFL5"
"N0000020060"	"TIMM9"
"N0000020060"	"MRPL19"
"N0000020060"	"SDHB"
"N0000020060"	"CDK4"
"N0000020060"	"DLD"
"N0000020060"	"UTP14A"
"N0000020060"	"CTSL"
"N0000020060"	"BASP1"
"N0000020060"	"PCNA"
"N0000020060"	"COG4"
"N0000020060"	"RPIA"
"N0000020060"	"MRPS16"
"N0000020060"	"MRPL12"
"N0000020060"	"XBP1"
"N0000020060"	"COTL1"
"N0000020060"	"PAFAH1B3"
"N0000020060"	"TSPAN3"
"N0000020060"	"USP22"
"N0000020060"	"CETN3"
"N0000020060"	"MTHFD2"
"N0000020060"	"ETFB"
"N0000020060"	"VAT1"
"N0000020060"	"ACOT9"
"N0000020060"	"LRP10"
"N0000020060"	"SLC47A1"
"N0000020060"	"SLC10A2"
"N0000020060"	"SLC22A6"
"N0000020060"	"SLC47A2"
"N0000020060"	"SLC22A1"
"N0000020060"	"SLC22A8"
"N0000020060"	"TBXA2R"
"N0000020060"	"IPO13"
"N0000020060"	"DUSP11"
"N0000020060"	"ZNF395"
"N0000020060"	"PRKX"
"N0000020060"	"IKBKB"
"N0000020060"	"APBB2"
"N0000020060"	"ARNT2"
"N0000020060"	"IFNAR1"
"N0000020060"	"PRR15L"
"N0000020060"	"HS2ST1"
"N0000020060"	"EGF"
"N0000020060"	"GNA15"
"N0000020060"	"GFOD1"
"N0000020060"	"TRIM13"
"N0000020060"	"ORC1"
"N0000020060"	"SNX13"
"N0000020060"	"BUB1B"
"N0000020060"	"CASP10"
"N0000020060"	"NCAPD2"
"N0000020060"	"RBP4"
"N0000020060"	"ZNF318"
"N0000020060"	"CHN1"
"N0000020060"	"SSBP2"
"N0000020060"	"VPS72"
"N0000020060"	"HYOU1"
"N0000020060"	"DFFB"
"N0000020060"	"RAB11FIP2"
"N0000020060"	"UBQLN2"
"N0000020060"	"KLHL9"
"N0000020060"	"CXCR4"
"N0000020060"	"NVL"
"N0000020060"	"CCDC86"
"N0000020060"	"DNAJA3"
"N0000020060"	"ATP6V1D"
"N0000020060"	"FAM69A"
"N0000020060"	"GDF15"
"N0000020060"	"CANT1"
"N0000020060"	"CDC25B"
"N0000020060"	"SLC22A7"
"N0000020060"	"PAK1"
"N0000020060"	"DHDDS"
"N0000020060"	"ABHD6"
"N0000020060"	"SLC16A1"
"N0000020060"	"DHRS7"
"N0000020060"	"C2CD5"
"N0000020060"	"HSPB1"
"N0000020060"	"TNIP1"
"N0000020060"	"STUB1"
"N0000020060"	"CCNB2"
"N0000020060"	"TIMP1"
"N0000020060"	"PDHX"
"N0000020060"	"CD320"
"N0000020060"	"SLC35B1"
"N0000020060"	"PIN1"
"N0000020060"	"POLR2I"
"N0000020060"	"CYP3A4"
"N0000020060"	"AOX1"
"N0000020060"	"ST6GALNAC2"
"N0000020060"	"AGL"
"N0000020060"	"COL11A1"
"N0000020060"	"MAL"
"N0000020060"	"DENND2D"
"N0000020060"	"MAMLD1"
"N0000020060"	"PRKCH"
"N0000020060"	"ST3GAL5"
"N0000020060"	"FAM63A"
"N0000007618"	"RPIA"
"N0000007618"	"RPS4Y1"
"N0000007618"	"TYMS"
"N0000007618"	"PSMD2"
"N0000007618"	"CHMP4A"
"N0000007618"	"ETFB"
"N0000007618"	"DRD5"
"N0000007618"	"HTR2B"
"N0000007618"	"DRD2"
"N0000007618"	"DRD1"
"N0000007618"	"ADRA2C"
"N0000007618"	"HTR1D"
"N0000007618"	"ADRA2B"
"N0000007618"	"DRD3"
"N0000007618"	"ADRB2"
"N0000007618"	"ADRB1"
"N0000007618"	"HTR2C"
"N0000007618"	"CYP3A4"
"N0000007618"	"HTR7"
"N0000007618"	"DRD4"
"N0000007618"	"ADRA1B"
"N0000007618"	"HTR2A"
"N0000007618"	"HTR1B"
"N0000007618"	"ADRA1D"
"N0000007618"	"ADRA2A"
"N0000007618"	"HTR1A"
"N0000007618"	"ADRA1A"
"N0000007618"	"MEF2C"
"N0000007618"	"AGL"
"N0000007618"	"PRSS23"
"N0000007618"	"PSMB8"
"N0000007618"	"MTERF3"
"N0000007618"	"GMNN"
"N0000007618"	"LBR"
"N0000007618"	"PCNA"
"N0000007618"	"CDC45"
"N0000007618"	"CYCS"
"N0000007618"	"SLC35F2"
"N0000007618"	"ABCB1"
"N0000007618"	"HTR6"
"N0000007618"	"CYP1A2"
"N0000007618"	"EDEM1"
"N0000007618"	"PCK2"
"N0000007618"	"ASNS"
"N0000007618"	"PHGDH"
"N0000007618"	"HMOX1"
"N0000007618"	"GFPT1"
"N0000007618"	"DDIT4"
"N0000007618"	"PAK1"
"N0000007618"	"EIF4EBP1"
"N0000007618"	"CCDC92"
"N0000007618"	"AARS"
"N0000007618"	"MTHFD2"
"N0000007618"	"CBLB"
"N0000007618"	"SPAG4"
"N0000007618"	"NUCB2"
"N0000007618"	"CCNB2"
"N0000007618"	"TOP2A"
"N0000007618"	"BLMH"
"N0000007618"	"CDK4"
"N0000007618"	"SPR"
"N0000007618"	"NPC1"
"N0000007618"	"NME1"
"N0000007618"	"FIS1"
"N0000007618"	"DNAJB1"
"N0000007618"	"EBNA1BP2"
"N0000007618"	"TCEAL4"
"N0000007618"	"CRYZ"
"N0000007618"	"ATF1"
"N0000007618"	"DNM1L"
"N0000007618"	"TMEM50A"
"N0000007618"	"RBM34"
"N0000007618"	"TXNRD1"
"N0000007618"	"DLD"
"N0000007618"	"S100A13"
"N0000007618"	"RALA"
"N0000007618"	"TXNDC9"
"N0000007618"	"LYPLA1"
"N0000007618"	"COG4"
"N0000007618"	"USP22"
"N0000007618"	"ADI1"
"N0000007618"	"GOLT1B"
"N0000007618"	"RNF167"
"N0000007618"	"HTR1E"
"N0000007618"	"HTR1F"
"N0000007618"	"HLA-DMA"
"N0000007618"	"PAK6"
"N0000007618"	"ABHD6"
"N0000007618"	"BTK"
"N0000007618"	"DHDDS"
"N0000007618"	"KIAA0355"
"N0000007618"	"RRP8"
"N0000007618"	"PIK3C3"
"N0000007618"	"MICALL1"
"N0000007618"	"AXIN1"
"N0000007618"	"HYOU1"
"N0000007618"	"HS2ST1"
"N0000007618"	"PPARD"
"N0000007618"	"PTGS2"
"N0000007618"	"KIF5C"
"N0000000176"	"JMJD6"
"N0000000176"	"CDKN3"
"N0000000176"	"TARDBP"
"N0000000176"	"NEK2"
"N0000000176"	"HMG20B"
"N0000000176"	"TACC3"
"N0000000176"	"EIF4EBP1"
"N0000000176"	"SNRPA"
"N0000000176"	"MELK"
"N0000000176"	"HSPA8"
"N0000000176"	"HMMR"
"N0000000176"	"MIS18A"
"N0000000176"	"KIF20A"
"N0000000176"	"KIF15"
"N0000000176"	"DDX10"
"N0000000176"	"ECT2"
"N0000000176"	"H2AFZ"
"N0000000176"	"HNRNPA2B1"
"N0000000176"	"FOXJ3"
"N0000000176"	"MBNL1"
"N0000000176"	"HMGB2"
"N0000000176"	"TOP2A"
"N0000000176"	"HNRNPR"
"N0000000176"	"XPO1"
"N0000000176"	"TM9SF3"
"N0000000176"	"MYO10"
"N0000000176"	"USP34"
"N0000000176"	"RRP1B"
"N0000000176"	"CENPF"
"N0000000176"	"PTGES3"
"N0000000176"	"PHGDH"
"N0000000176"	"TDP1"
"N0000000176"	"PAK4"
"N0000000176"	"STK24"
"N0000000176"	"TPX2"
"N0000000176"	"ATF6"
"N0000000176"	"PPP2R5E"
"N0000000176"	"PSRC1"
"N0000000176"	"MPZL1"
"N0000000176"	"PAFAH1B3"
"N0000000176"	"CDCA8"
"N0000000176"	"IARS2"
"N0000000176"	"POLR2I"
"N0000000176"	"HMGA2"
"N0000000176"	"PSMG1"
"N0000000176"	"G3BP1"
"N0000000176"	"LMNB2"
"N0000000176"	"ELOVL6"
"N0000000176"	"CHEK2"
"N0000000176"	"CCNB1"
"N0000000176"	"CENPE"
"N0000000176"	"LMNB1"
"N0000000176"	"TMPO"
"N0000000176"	"LPP"
"N0000000176"	"SUZ12"
"N0000000176"	"TMEM97"
"N0000000176"	"TRIP13"
"N0000000176"	"AARS"
"N0000000176"	"STIL"
"N0000000176"	"FAM208A"
"N0000000176"	"SMARCC1"
"N0000000176"	"COTL1"
"N0000000176"	"PARP1"
"N0000000176"	"PARPBP"
"N0000000176"	"KAT6A"
"N0000000176"	"CBR3"
"N0000000176"	"ZMIZ1"
"N0000000176"	"DLGAP5"
"N0000000176"	"SLC35F2"
"N0000000176"	"RPIA"
"N0000000176"	"TSEN2"
"N0000000176"	"CENPI"
"N0000000176"	"DDX46"
"N0000000176"	"PLK1"
"N0000000176"	"CCNB2"
"N0000000176"	"KIF2A"
"N0000000176"	"C1orf112"
"N0000000176"	"TIMELESS"
"N0000000176"	"RUVBL1"
"N0000000176"	"HN1"
"N0000000176"	"MAST2"
"N0000000176"	"TBCD"
"N0000000176"	"KPNA2"
"N0000000176"	"HMGB1"
"N0000000176"	"ANP32B"
"N0000000176"	"ASPM"
"N0000000176"	"NUP88"
"N0000000176"	"CDK4"
"N0000000176"	"GINS2"
"N0000000176"	"MSH6"
"N0000000176"	"CKAP5"
"N0000000176"	"NUSAP1"
"N0000000176"	"BLM"
"N0000000176"	"EPB41L2"
"N0000000176"	"NUP85"
"N0000000176"	"CEP55"
"N0000000176"	"FAT1"
"N0000000176"	"ENOPH1"
"N0000000176"	"HSPD1"
"N0000000176"	"KIF20B"
"N0000000176"	"ELAVL1"
"N0000000176"	"TXNRD1"
"N0000000176"	"NCAPG2"
"N0000000176"	"ESPL1"
"N0000000176"	"ICMT"
"N0000000176"	"DBF4"
"N0000000176"	"KIF2C"
"N0000000176"	"KDM1A"
"N0000000176"	"PTTG1"
"N0000000176"	"SPC25"
"N0000000176"	"FBXO5"
"N0000000176"	"PUF60"
"N0000000176"	"TROAP"
"N0000000176"	"UBE2C"
"N0000000176"	"SMC4"
"N0000000176"	"FAM64A"
"N0000000176"	"CLTC"
"N0000000176"	"KIF11"
"N0000000176"	"PLK4"
"N0000000176"	"PPP2R5A"
"N0000000176"	"KIF18A"
"N0000000176"	"PRC1"
"N0000000176"	"CARM1"
"N0000000176"	"PBK"
"N0000000176"	"NCAPG"
"N0000000176"	"NUDCD3"
"N0000000176"	"IGF2BP2"
"N0000000176"	"TOP2B"
"N0000000176"	"NUP93"
"N0000000176"	"PPARG"
"N0000000176"	"ERCC6L"
"N0000000176"	"BRCA1"
"N0000000176"	"ADAM10"
"N0000000176"	"GTF2E2"
"N0000000176"	"KIF4A"
"N0000000176"	"PYCR1"
"N0000000176"	"CHCHD3"
"N0000000176"	"ARL6IP1"
"N0000000176"	"SLC25A13"
"N0000000176"	"BORA"
"N0000000176"	"STUB1"
"N0000000176"	"LBR"
"N0000000176"	"NCAPH"
"N0000000176"	"UGDH"
"N0000000176"	"BIRC5"
"N0000000176"	"C2CD5"
"N0000000176"	"PCMT1"
"N0000000176"	"NDC1"
"N0000000176"	"HJURP"
"N0000000176"	"GPSM2"
"N0000000176"	"PAICS"
"N0000000176"	"MCM10"
"N0000000176"	"CCNA2"
"N0000000176"	"PDS5A"
"N0000000176"	"UCK2"
"N0000000176"	"USP22"
"N0000000176"	"SNX6"
"N0000000176"	"ANP32E"
"N0000000176"	"PFN1"
"N0000000176"	"CKS2"
"N0000000176"	"UBE3C"
"N0000000176"	"HSD17B11"
"N0000000176"	"PAXIP1"
"N0000000176"	"ARID1A"
"N0000000176"	"DPYSL2"
"N0000000176"	"CASK"
"N0000000176"	"CALU"
"N0000000176"	"SPAG5"
"N0000000176"	"MRPL12"
"N0000000176"	"WHSC1"
"N0000000176"	"KIF14"
"N0000000176"	"DAZAP1"
"N0000000176"	"SKA1"
"N0000000176"	"SEPT7"
"N0000000176"	"KIF18B"
"N0000000176"	"TCERG1"
"N0000000176"	"TATDN2"
"N0000000176"	"MYC"
"N0000000176"	"ANAPC1"
"N0000000176"	"NEIL3"
"N0000000176"	"DEPDC1"
"N0000000176"	"CDC25C"
"N0000000176"	"NRF1"
"N0000000176"	"TBL1XR1"
"N0000000176"	"CDK1"
"N0000000176"	"ALDH1A1"
"N0000000176"	"RPA1"
"N0000000176"	"TMEM109"
"N0000000176"	"SHCBP1"
"N0000000176"	"ASF1B"
"N0000000176"	"BAZ1B"
"N0000000176"	"NCK2"
"N0000000176"	"TTK"
"N0000000176"	"ARHGAP19"
"N0000000176"	"HDAC2"
"N0000000176"	"CNOT7"
"N0000000176"	"RHOA"
"N0000000176"	"FABP5"
"N0000000176"	"CLSTN1"
"N0000000176"	"BUB1"
"N0000000176"	"FAM57A"
"N0000000176"	"IMPA2"
"N0000000176"	"AURKA"
"N0000000176"	"POLE2"
"N0000000176"	"UBE2S"
"N0000000176"	"CDC20"
"N0000000176"	"CCNF"
"N0000000176"	"MRPS2"
"N0000000176"	"SUV39H1"
"N0000000176"	"CENPA"
"N0000000176"	"NRIP1"
"N0000000176"	"MKI67"
"N0000000176"	"CENPN"
"N0000000176"	"AURKB"
"N0000000176"	"TLE1"
"N0000000176"	"THAP11"
"N0000000176"	"GTSE1"
"N0000000176"	"MAP3K4"
"N0000000176"	"MAD2L1"
"N0000000176"	"OIP5"
"N0000000176"	"EZH2"
"N0000000176"	"FOXM1"
"N0000000176"	"SPDL1"
"N0000000176"	"MCM3"
"N0000000176"	"XPO6"
"N0000000176"	"CKS1B"
"N0000000176"	"RAN"
"N0000000176"	"RACGAP1"
"N0000000176"	"JADE2"
"N0000000176"	"CDCA3"
"N0000000176"	"DAG1"
"N0000000176"	"PGM1"
"N0000000176"	"RFC5"
"N0000000176"	"HAT1"
"N0000000176"	"MRPL19"
"N0000000176"	"IFRD2"
"N0000000176"	"RFC2"
"N0000000176"	"KIF22"
"N0000000176"	"RHOBTB3"
"N0000000176"	"PTPN12"
"N0000000176"	"NUP205"
"N0000000176"	"CIT"
"N0000000176"	"PSIP1"
"N0000000176"	"KIFC1"
"N0000000176"	"ST7"
"N0000000176"	"SEPHS1"
"N0000000176"	"KIF23"
"N0000000176"	"NDC80"
"N0000000176"	"FAM35A"
"N0000000176"	"CDC25B"
"N0000000176"	"ABCG2"
"N0000000176"	"ABCC6"
"N0000000176"	"CYP3A4"
"N0000000176"	"NCOA1"
"N0000000176"	"CYP3A5"
"N0000000176"	"NCOA3"
"N0000000176"	"CYP2C19"
"N0000000176"	"CYP2C9"
"N0000000176"	"HIST2H2BE"
"N0000000176"	"IER5"
"N0000000176"	"PEX12"
"N0000000176"	"TMEM140"
"N0000000176"	"NFKBIA"
"N0000000176"	"HLA-A"
"N0000000176"	"AAMDC"
"N0000000176"	"GPER1"
"N0000000176"	"MCOLN1"
"N0000000176"	"ADCK3"
"N0000000176"	"HLA-B"
"N0000000176"	"IER3"
"N0000000176"	"TIMM22"
"N0000000176"	"OPTN"
"N0000000176"	"LYRM9"
"N0000000176"	"MMP24"
"N0000000176"	"DYRK3"
"N0000000176"	"TUFT1"
"N0000000176"	"TRAPPC6A"
"N0000000176"	"CADM1"
"N0000000176"	"DHDDS"
"N0000000176"	"IKBKB"
"N0000000176"	"IRF1"
"N0000000176"	"RFX5"
"N0000000176"	"RBKS"
"N0000000176"	"CXCL2"
"N0000000176"	"WDR45"
"N0000000176"	"FAS"
"N0000000176"	"TNFAIP3"
"N0000000176"	"SLC9A1"
"N0000000176"	"NECAP2"
"N0000000176"	"IFIH1"
"N0000000176"	"SOCS1"
"N0000000176"	"LIN37"
"N0000000176"	"KLHL21"
"N0000000176"	"TNFRSF10C"
"N0000000176"	"TRIM29"
"N0000000176"	"CALCOCO1"
"N0000000176"	"GOLGA8B"
"N0000000176"	"PHKG2"
"N0000000176"	"GADD45B"
"N0000000176"	"SLC31A2"
"N0000000176"	"SESN1"
"N0000000176"	"PEX16"
"N0000000176"	"PMAIP1"
"N0000000176"	"CCDC130"
"N0000000176"	"PRKCQ"
"N0000000176"	"PLA2G4C"
"N0000000176"	"PIK3R3"
"N0000000176"	"ALDOC"
"N0000000176"	"COL11A1"
"N0000000176"	"TGFB3"
"N0000000176"	"PLXNB2"
"N0000000176"	"NUDT9"
"N0000000176"	"DDR1"
"N0000000176"	"FOSL2"
"N0000000176"	"MBD1"
"N0000000176"	"BBS1"
"N0000000176"	"EDEM1"
"N0000000176"	"VPS11"
"N0000000176"	"IL1B"
"N0000000176"	"ANKRA2"
"N0000000176"	"RRP8"
"N0000000176"	"SERPINE1"
"N0000000176"	"CCDC92"
"N0000000176"	"RALGDS"
"N0000000176"	"GTF2B"
"N0000000176"	"CROT"
"N0000000176"	"EPHA2"
"N0000000176"	"DHX58"
"N0000000176"	"CASP10"
"N0000000176"	"BECN1"
"N0000000176"	"ATF3"
"N0000000176"	"YPEL5"
"N0000000176"	"S100A13"
"N0000000176"	"P4HTM"
"N0000000176"	"ZMAT3"
"N0000000176"	"SDHD"
"N0000000176"	"STK19"
"N0000000176"	"CEBPD"
"N0000000176"	"ACBD3"
"N0000000176"	"GADD45A"
"N0000000176"	"ABHD4"
"N0000000176"	"TRIB1"
"N0000000176"	"ETHE1"
"N0000000176"	"NADSYN1"
"N0000000176"	"APBA3"
"N0000000176"	"MYL5"
"N0000000176"	"KCTD5"
"N0000000176"	"ZNF140"
"N0000000176"	"CRELD2"
"N0000000176"	"EGR2"
"N0000000176"	"ICAM1"
"N0000000176"	"ALAS1"
"N0000000176"	"PAF1"
"N0000000176"	"BRAP"
"N0000000176"	"CYB5R1"
"N0000000176"	"GNPDA1"
"N0000000176"	"TINF2"
"N0000000176"	"PLK3"
"N0000000176"	"CD83"
"N0000000176"	"CPSF4"
"N0000000176"	"TP53I3"
"N0000000176"	"PDGFA"
"N0000000176"	"XPC"
"N0000000176"	"SNX11"
"N0000000176"	"CDKN1A"
"N0000000176"	"TCTN1"
"N0000000176"	"RPS6KA1"
"N0000000176"	"EGR1"
"N0000000176"	"ADO"
"N0000000176"	"MICALL1"
"N0000000176"	"GATA2"
"N0000000176"	"DMTF1"
"N0000000176"	"IL4R"
"N0000000176"	"MDM2"
"N0000000176"	"TIGAR"
"N0000000176"	"TPT1"
"N0000000176"	"CCL2"
"N0000000176"	"NECAP1"
"N0000000176"	"ZNF337"
"N0000000176"	"RELB"
"N0000000176"	"SDC4"
"N0000000176"	"MVP"
"N0000000176"	"PTGS2"
"N0000000176"	"CSTA"
"N0000000176"	"STX12"
"N0000000176"	"SLC12A4"
"N0000000176"	"NXF1"
"N0000000176"	"CUL9"
"N0000000176"	"MAN2B1"
"N0000000176"	"TRIM13"
"N0000000176"	"THUMPD2"
"N0000000176"	"TRIAP1"
"N0000000176"	"LRP10"
"N0000000176"	"DUSP14"
"N0000000176"	"MARCH2"
"N0000000176"	"TRAFD1"
"N0000000176"	"ADAT1"
"N0000000176"	"TNIP1"
"N0000000176"	"HLA-C"
"N0000000176"	"HCFC2"
"N0000000176"	"LRPAP1"
"N0000000176"	"ZBTB48"
"N0000000176"	"TCEAL1"
"N0000000176"	"HERC6"
"N0000000176"	"ZC3H12A"
"N0000000176"	"CXorf40B"
"N0000000176"	"CSF2"
"N0000000176"	"C1orf50"
"N0000000176"	"ZBTB43"
"N0000000176"	"PTPN6"
"N0000000176"	"JUNB"
"N0000000176"	"ZFP36"
"N0000000176"	"FOXO4"
"N0000000176"	"BIRC3"
"N0000000176"	"TCEA2"
"N0000000176"	"DNASE1L1"
"N0000000176"	"GAA"
"N0000000176"	"PRKX"
"N0000000176"	"GTF2F1"
"N0000000176"	"SOCS2"
"N0000000176"	"LOXL1"
"N0000000176"	"GPC1"
"N0000000176"	"TSC22D3"
"N0000000176"	"ABCB6"
"N0000000176"	"FAM63A"
"N0000000176"	"RRAD"
"N0000000176"	"DUSP11"
"N0000000176"	"BHLHE40"
"N0000000176"	"STAP2"
"N0000000176"	"PIDD1"
"N0000000176"	"ZSWIM8"
"N0000000176"	"EAPP"
"N0000000176"	"KIAA0753"
"N0000000176"	"DUSP3"
"N0000000176"	"LAMB3"
"N0000000176"	"RABGGTA"
"N0000000176"	"MAN2C1"
"N0000000176"	"TXNL4B"
"N0000000176"	"P4HA2"
"N0000000176"	"KRT17"
"N0000000176"	"TNFRSF10B"
"N0000000176"	"CCDC90B"
"N0000000176"	"SPATA2"
"N0000000176"	"BLCAP"
"N0000000176"	"RGS2"
"N0000000176"	"AEN"
"N0000000176"	"NR1H2"
"N0000000176"	"HEXA"
"N0000000176"	"NARFL"
"N0000000176"	"ST6GALNAC2"
"N0000000176"	"JUN"
"N0000000176"	"CASP8"
"N0000000176"	"LIMK2"
"N0000000176"	"SLC2A6"
"N0000000176"	"TERF2IP"
"N0000000176"	"FOSL1"
"N0000000176"	"PHLDA3"
"N0000000176"	"DUSP8"
"N0000000176"	"SERPINB5"
"N0000000176"	"SFN"
"N0000000176"	"ATG13"
"N0000000176"	"POLR1C"
"N0000000176"	"UBQLN2"
"N0000000176"	"AKAP8L"
"N0000000176"	"BAX"
"N0000000176"	"FHL2"
"N0000000176"	"KRT5"
"N0000000176"	"ITPKC"
"N0000000176"	"INPP1"
"N0000000176"	"ADRB2"
"N0000000176"	"TNFSF9"
"N0000000176"	"TXLNA"
"N0000000176"	"HCCS"
"N0000000176"	"PSMB8"
"N0000000176"	"TRIM26"
"N0000000176"	"POMGNT1"
"N0000000176"	"IRGQ"
"N0000000176"	"BSDC1"
"N0000000176"	"DNAJB2"
"N0000000176"	"SLC25A4"
"N0000000176"	"SUPT7L"
"N0000000176"	"TRIM22"
"N0000000176"	"NOTCH1"
"N0000000176"	"RAB11FIP2"
"N0000000176"	"POLD4"
"N0000000176"	"NFKB2"
"N0000000176"	"ZNF274"
"N0000000176"	"CXorf40A"
"N0000000176"	"NFKBIE"
"N0000000176"	"TFIP11"
"N0000000176"	"TAP1"
"N0000000176"	"NINJ1"
"N0000000176"	"DDB2"
"N0000000176"	"BTG3"
"N0000000176"	"FDXR"
"N0000000176"	"CSRNP2"
"N0000000176"	"ALDH5A1"
"N0000000176"	"ECH1"
"N0000000176"	"AGL"
"N0000000176"	"IRF9"
"N0000000176"	"PDK2"
"N0000000176"	"PSME2"
"N0000000176"	"ATG4A"
"N0000000176"	"EPS8L2"
"N0000000176"	"TICAM1"
"N0000000176"	"DDIT4"
"N0000000176"	"UBXN6"
"N0000000176"	"WDR7"
"N0000000176"	"WDR82"
"N0000000176"	"IGF1R"
"N0000000176"	"MTERF3"
"N0000000176"	"RPS4Y1"
"N0000000176"	"USP6NL"
"N0000000176"	"FOXO3"
"N0000000176"	"PFKP"
"N0000000176"	"MAK16"
"N0000000176"	"IST1"
"N0000000176"	"PPRC1"
"N0000000176"	"CDC123"
"N0000000176"	"UPF2"
"N0000000176"	"PCM1"
"N0000000176"	"RNF111"
"N0000000176"	"USP1"
"N0000000176"	"CDKN1B"
"N0000000176"	"GABPB1"
"N0000000176"	"ARID4B"
"N0000000176"	"MKRN2"
"N0000000176"	"CEP76"
"N0000000176"	"SRSF2"
"N0000000176"	"HMGCS1"
"N0000000176"	"BAMBI"
"N0000000176"	"ABL1"
"N0000000176"	"PUM1"
"N0000000176"	"GGNBP2"
"N0000000176"	"WDR43"
"N0000000176"	"KEAP1"
"N0000000176"	"NOL8"
"N0000000176"	"TIPARP"
"N0000000176"	"SEC24B"
"N0000000176"	"CDCA4"
"N0000000176"	"NCK1"
"N0000000176"	"CHSY1"
"N0000000176"	"NXT1"
"N0000000176"	"RPL36AL"
"N0000000176"	"PPP2R2A"
"N0000000176"	"CGRRF1"
"N0000000176"	"SACS"
"N0000000176"	"BASP1"
"N0000000176"	"EIF5"
"N0000000176"	"PRPF4"
"N0000000176"	"RAE1"
"N0000000176"	"POLG2"
"N0000000176"	"MPHOSPH10"
"N0000000176"	"GDF15"
"N0000000176"	"FAM208B"
"N0000000176"	"CCDC59"
"N0000000176"	"CEBPZ"
"N0000000176"	"DDX42"
"N0000000176"	"NOP56"
"N0000000176"	"DNAJB1"
"N0000000176"	"ATP1B1"
"N0000000176"	"MTPAP"
"N0000000176"	"ICT1"
"N0000000176"	"RIF1"
"N0000000176"	"TAF5"
"N0000000176"	"CHD1"
"N0000000176"	"SETD5"
"N0000000176"	"TIMM9"
"N0000000176"	"TEFM"
"N0000000176"	"DUSP4"
"N0000000176"	"TIPIN"
"N0000000176"	"CDC25A"
"N0000000176"	"NUP43"
"N0000000176"	"CHERP"
"N0000000176"	"PDS5B"
"N0000000176"	"CEBPA"
"N0000000176"	"ARFIP2"
